rebalance_date,strategy_name,family_tag,score_col,rank_ic_csi800,rank_ic_alla
2025-03-03,recall_rerank_lgb_alpha_vs_csi800,recall_rerank,recall_rerank_csi800_score,-0.017560173794013333,-0.017560173794013333
2025-04-01,recall_rerank_lgb_alpha_vs_csi800,recall_rerank,recall_rerank_csi800_score,-0.01712649550293789,-0.01712649550293789
2025-05-06,recall_rerank_lgb_alpha_vs_csi800,recall_rerank,recall_rerank_csi800_score,-0.06394784034124919,-0.06394784034124919
2025-06-03,recall_rerank_lgb_alpha_vs_csi800,recall_rerank,recall_rerank_csi800_score,-0.06569863204235295,-0.06569863204235295
2025-07-01,recall_rerank_lgb_alpha_vs_csi800,recall_rerank,recall_rerank_csi800_score,-0.01941656692464035,-0.01941656692464035
2025-08-01,recall_rerank_lgb_alpha_vs_csi800,recall_rerank,recall_rerank_csi800_score,0.10867395044797598,0.10867395044797598
2025-09-01,recall_rerank_lgb_alpha_vs_csi800,recall_rerank,recall_rerank_csi800_score,0.039583255610686915,0.039583255610686915
2025-10-09,recall_rerank_lgb_alpha_vs_csi800,recall_rerank,recall_rerank_csi800_score,0.00866777903393655,0.00866777903393655
2025-11-03,recall_rerank_lgb_alpha_vs_csi800,recall_rerank,recall_rerank_csi800_score,0.06518965469569349,0.06518965469569349
2025-12-01,recall_rerank_lgb_alpha_vs_csi800,recall_rerank,recall_rerank_csi800_score,0.13027988575342017,0.13027988575342017
2026-01-05,recall_rerank_lgb_alpha_vs_csi800,recall_rerank,recall_rerank_csi800_score,0.052403705825853436,0.052403705825853436
2026-02-02,recall_rerank_lgb_alpha_vs_csi800,recall_rerank,recall_rerank_csi800_score,0.06743270129884377,0.06743270129884377
2026-03-02,recall_rerank_lgb_alpha_vs_csi800,recall_rerank,recall_rerank_csi800_score,0.08411809013387031,0.08411809013387031
2026-04-01,recall_rerank_lgb_alpha_vs_csi800,recall_rerank,recall_rerank_csi800_score,0.09887929527092526,0.09887929527092526
2025-01-02,v3_lgb_blend,blend,v3_lgb_blend_score,0.09456755680236305,0.09456755680236305
2025-02-05,v3_lgb_blend,blend,v3_lgb_blend_score,0.1471457619211765,0.1471457619211765
2025-03-03,v3_lgb_blend,blend,v3_lgb_blend_score,0.09240676221827143,0.09240676221827143
2025-04-01,v3_lgb_blend,blend,v3_lgb_blend_score,-0.012326874525664423,-0.012326874525664423
2025-05-06,v3_lgb_blend,blend,v3_lgb_blend_score,-0.07034943963471661,-0.07034943963471661
2025-06-03,v3_lgb_blend,blend,v3_lgb_blend_score,0.06433207105199991,0.06433207105199991
2025-07-01,v3_lgb_blend,blend,v3_lgb_blend_score,-0.025768050927804674,-0.025768050927804674
2025-08-01,v3_lgb_blend,blend,v3_lgb_blend_score,0.21448275438823658,0.21448275438823658
2025-09-01,v3_lgb_blend,blend,v3_lgb_blend_score,-0.14322883076589338,-0.14322883076589338
2025-10-09,v3_lgb_blend,blend,v3_lgb_blend_score,0.036170750602433195,0.036170750602433195
2025-11-03,v3_lgb_blend,blend,v3_lgb_blend_score,-0.009744326782477618,-0.009744326782477618
2025-12-01,v3_lgb_blend,blend,v3_lgb_blend_score,0.3350775783392728,0.3350775783392728
2026-01-05,v3_lgb_blend,blend,v3_lgb_blend_score,-0.012428458333619411,-0.012428458333619411
2026-02-02,v3_lgb_blend,blend,v3_lgb_blend_score,-0.04024834038742775,-0.04024834038742775
2026-03-02,v3_lgb_blend,blend,v3_lgb_blend_score,0.02381655949377485,0.02381655949377485
2026-04-01,v3_lgb_blend,blend,v3_lgb_blend_score,0.2821135023032446,0.2821135023032446
